DATE,MARKET,VENDOR,BAND,Cell Traffic (kbytes),Cell Used PRB,Cell Spectral Efficiency (bps/Hz),UE Traffic (kbytes),UE Active Time (s),UE Tput (kbps),Total cell count,Total Spectrum in MHz
08/05/2017,Montana,ALU,1900,1.5624236969E10,4.40769415489536E11,1.5754508084103693,7.705528634368249E9,5254360.1450000005,11732.01443635455,117,1905
07/01/2017,Wyoming,ALU,1900,1.512954762E10,4.1577082796544E11,1.6172956192168448,1.07205120184325E10,2.3355186847E7,3672.164847547623,102,645
07/08/2017,Iowa,ALU,2300,1.983786225E10,9.07104074678272E11,0.9719753127328618,1.086252378419175E10,6078552.358999997,14296.198361254263,562,5620
07/15/2017,Detroit,ALU,1900,4.55434775792E11,1.5637076213187584E13,1.2944584598036797,2.6540770220748718E11,2.447160591290001E8,8676.429430978362,2321,29890
07/29/2017,Utah,ALU,850,2.212802112E10,7.2698060384256E11,1.3528113406809956,1.8632379704323746E10,6.994319023999998E7,2131.1443919431663,200,1000
08/05/2017,New Mexico,ALU,850,1.4752771119E10,3.9057704451993604E11,1.6787436066702393,1.17822048491525E10,3.5942185327000014E7,2622.479349423782,113,565
07/01/2017,Arizona,ALU,AWS,2.01015671749E11,4.928525310235648E12,1.8127186720451167,1.3936501791743857E11,1.6042085366000003E8,6949.970143548158,1028,10095
07/01/2017,Nebraska,ALU,1900,6.6551070386E10,1.899201006265344E12,1.5574051091649648,4.056607270604299E10,5.443873668700001E7,5961.354017347017,370,3940
07/15/2017,Philadelphia,ALU,2300,1.26304699083E11,3.1564629777879043E12,1.7784280129275334,8.9269921632251E10,8.591055209100004E7,8312.824858831553,822,8220
07/29/2017,Central Illinois,ALU,700,1.233985345E9,4.3453262139392E10,1.26213293112908,8.18558548991E8,3287936.9580000006,1991.6648267828496,6,30
07/08/2017,Maryland,ALU,1900,6.20599982754E11,2.519193413227725E13,1.0948830411712425,3.955710258852206E11,3.702796969239998E8,8546.426480767308,2473,48745
07/08/2017,Washington DC,ALU,AWS,1.52505870137E11,3.788097300057088E12,1.789298989931808,1.0418702487347374E11,1.3045344683200009E8,6389.2232764165965,730,7300
07/29/2017,North Dakota,ALU,700,3.5077960745E10,1.128527075259392E12,1.3814648418578832,2.3294777890813747E10,3.4545442235999994E7,5394.582065367369,384,3075
08/05/2017,New Mexico,ALU,1900,1.0792131255E11,3.481323743040512E12,1.3777813079259442,5.987843681587377E10,5.0119771121999994E7,9557.655268635532,468,9025
08/05/2017,Idaho,ALU,2300,3.823602339E9,2.794153175552E11,0.6081910011957781,2.3624409395199995E9,1109593.1379999998,17032.844624675392,94,940
07/01/2017,North Dakota,ALU,2300,2.822407916E9,6.0138401662976E10,2.085861086318979,1.9989522391039999E9,1231314.376,12987.437022202037,22,220
07/15/2017,St. Louis MO,ALU,1900,7.68863857839E11,2.6967422262962176E13,1.2671484386551506,4.6345003052441254E11,4.563148980219997E8,8125.091379367041,2337,43995
07/15/2017,Wisconsin,ALU,AWS,5.943060437E10,1.659603619099648E12,1.591560878648353,3.292803968000625E10,3.4548426225E7,7624.784866450164,491,4520
07/22/2017,New Mexico,ALU,850,1.4897644408E10,3.89962846019584E11,1.6978990075664613,1.2035783309308998E10,3.863886042000001E7,2491.9540956397586,110,550
07/22/2017,Washington DC,ALU,2300,1.27900440398E11,3.799975790555136E12,1.4959211139759523,8.91307154257925E10,8.380868556599998E7,8508.017022231079,763,7630
07/29/2017,Piedmont-PART,ALU,700,3.8635376E8,1.2247945515008E10,1.4019721267686427,2.5387091046425E8,291468.027,6968.062001922427,3,30
07/29/2017,Maryland,ALU,1900,6.16734925084E11,2.555810656554803E13,1.0724754216258467,3.910045910169522E11,3.697737239709998E8,8459.326678336236,2479,48870
08/05/2017,Arizona,ALU,1900,6.78178137313E11,2.466502469433549E13,1.2220239355432965,4.0966709348353076E11,4.114913383089998E8,7964.533983476481,2575,50800
08/05/2017,South Dakota,ALU,700,4.208713598E10,1.04880472551424E12,1.7834963281384373,2.7283331773437763E10,5.036177964599999E7,4333.974210636102,510,2550
08/05/2017,NYC West,ALU,2300,1.4681222958E11,7.459353108521984E12,0.8747391209941275,9.946919892377606E10,8.627973920199995E7,9222.948501584751,1643,16430
07/01/2017,Wisconsin,ALU,850,4.2557552309E10,1.134214035057664E12,1.6676277235387291,3.0265503367168247E10,6.4096076311000004E7,3777.5171410265134,390,1950
07/01/2017,Southern OH,ALU,850,1.4222716685E10,4.09383775908864E11,1.5440786341671655,1.04560633978875E10,1.8277797520999998E7,4576.509127371245,208,1145
07/08/2017,South Dakota,ALU,2300,1.801773021E9,6.5616947332096E10,1.2203981469610892,1.1058899630079997E9,575728.8330000001,15366.817148905926,30,300
07/22/2017,Philadelphia,ALU,850,1.008763293E9,3.3519109433344E10,1.337563106277926,6.496434923515E8,996736.605,5214.16381493484,15,75
08/05/2017,Wyoming,ALU,2300,4.424046022E9,2.46879331147776E11,0.7964387570652883,2.3244098918400006E9,1460067.6150000002,12735.902737435898,158,1580
07/01/2017,NYC West,ALU,AWS,5.2675464478E10,1.620330186805248E12,1.4448485707679808,3.514404005068975E10,3.039536558000001E7,9249.841712399562,247,2470
07/01/2017,Idaho,ALU,1900,8.0102098658E10,2.910946260923392E12,1.2230020600104032,5.277837268480599E10,7.079751866300003E7,5963.866946923252,337,4980
07/15/2017,Harly,ALU,1900,5.47162986139E11,1.7351858267957248E13,1.4014841848044897,3.3899815573810583E11,3.3015919015800035E8,8214.174636807791,2390,33235
07/22/2017,Maryland,ALU,AWS,1.34210552567E11,3.275066700281856E12,1.8213105238158587,9.0683683167233E10,9.4339172373E7,7690.013035830855,664,6025
07/29/2017,Iowa,ALU,AWS,7.7930582269E10,2.0432316599552E12,1.6951486716164728,4.917059935539551E10,4.915114897700001E7,8003.165806505089,637,5815
07/29/2017,Outstate MI,ALU,2300,2.8110000877E10,1.368165683237888E12,0.9131447949742831,1.6658019256320255E10,9398747.161999997,14178.92744145319,478,4780
07/15/2017,Wisconsin,ALU,850,4.3465121534E10,1.144197907869696E12,1.6883295852948588,3.0361237444602512E10,5.942504897E7,4087.331920911669,405,2025
07/22/2017,Wyoming,ALU,1900,1.9337006872E10,5.5488385747968E11,1.548833176636278,1.389697879142325E10,6.044584116799999E7,1839.263515622022,113,740
07/29/2017,Washington DC,ALU,AWS,1.80055277225E11,4.469305737699328E12,1.7905368831793087,1.2329733359821301E11,1.6010801845000002E8,6160.707491947003,763,7630
07/29/2017,Harly,ALU,850,6.242641845E9,1.4655026796544E11,1.8932121552455712,4.756499293186748E9,7452629.211000002,5105.848321197791,76,380
07/01/2017,Outstate MI,ALU,2300,2.5787877469E10,1.240169542090752E12,0.9241703239856223,1.4918784156668753E10,9351386.676999995,12762.842279519406,460,4600
07/15/2017,Iowa,ALU,700,1.08210393834E11,3.329829316928512E12,1.4443235311240785,7.666037576499722E10,1.48394948135E8,4132.775500969569,1172,6955
07/29/2017,Arizona,ALU,1900,6.69435930786E11,2.4290255355322367E13,1.2248824724032412,4.1096794374859607E11,4.093907971710001E8,8030.8193850666785,2569,50665
08/05/2017,South Dakota,ALU,AWS,2.4364714246E10,6.31572705293312E11,1.7145709110532361,1.5744451026942503E10,1.8755052527999997E7,6715.822737766103,267,1845
07/08/2017,Oregon,ALU,850,1.7575274757E10,5.5279386405888E11,1.413046296856387,1.3421202956288252E10,3.431849801800001E7,3128.6224587681777,185,925
07/15/2017,NYC East,ALU,1900,9.20223989506E11,2.8379193210556418E13,1.4411559791217392,6.38957947872245E11,8.335941926049998E8,6132.076768677935,5539,44450
08/05/2017,Northern OH,ALU,2300,6.0947752925E10,1.8591207813775361E12,1.457026916175818,3.881480029491977E10,3.045136042200002E7,10197.193099294826,515,5150
07/15/2017,Kansas City KS,ALU,700,3.3706059233E11,1.2529835064644607E13,1.1955840354588996,2.429230420183115E11,5.06922304769E8,3833.692693857839,2802,21975
07/15/2017,Philadelphia,ALU,1900,9.83001563245E11,3.4870941941702656E13,1.2528757737454805,5.957393433845657E11,5.2369619418599975E8,9100.533477208788,3307,65560
07/22/2017,Iowa,ALU,1900,1.03810104021E11,3.18510203256832E12,1.448550895310877,6.1174651240450035E10,6.296771615600001E7,7772.192478938543,547,7530
07/01/2017,Kansas City KS,ALU,850,6.2357241323E10,1.620206446590976E12,1.7105430937644837,4.802216344575876E10,1.1098372626199998E8,3461.5643257385345,631,3155
07/08/2017,Wisconsin,ALU,700,5.9341510881E10,1.56190948716032E12,1.6885744694431755,4.158666073702674E10,6.773101672699995E7,4911.978322091107,544,4130
07/15/2017,Wyoming,ALU,1900,1.7451611944E10,4.99122945963008E11,1.5539802443155877,1.2668653396991247E10,4.7406647267E7,2137.8695397951014,102,645
07/22/2017,Iowa,ALU,2300,2.0860936136E10,9.95311367718912E11,0.93152027317887,1.1552810979327007E10,6006143.777999998,15387.991238763198,577,5770
07/29/2017,Outstate MI,ALU,700,4.37176221542E11,1.3837388351030271E13,1.4041706280006863,3.1230993637376373E11,5.622047071500005E8,4444.074301077484,2673,24450
07/29/2017,Kansas City KS,ALU,AWS,3.73307033844E11,1.0329218582573057E13,1.606261266887335,2.583832393492389E11,3.18309804496E8,6493.8807589254975,2375,22360
07/29/2017,Harly,ALU,AWS,1.3892952222E10,3.29282580143104E11,1.8751813197395808,9.3196387553285E9,8705910.773,8563.964412988822,148,965
08/05/2017,Washington,ALU,2300,1.37271291048E11,4.334546811222016E12,1.40751652583491,8.259376545279573E10,7.205655009800003E7,9169.882859000563,1567,15670
07/08/2017,Arizona,ALU,1900,6.24547170801E11,2.2092028003178496E13,1.2564555880341253,3.827507410145095E11,3.715377227470003E8,8241.440210907354,2508,49460
07/22/2017,Wisconsin,ALU,850,4.4700771569E10,1.1747590011535361E12,1.6911561917562774,3.0964315241467766E10,6.100589275300002E7,4060.501547525678,405,2025
07/22/2017,Minnesota-PART,ALU,700,1.01221082E8,2.977991139328E9,1.510654177624825,6.5769213952E7,118565.131,4437.676635435085,6,30
08/05/2017,Philadelphia,ALU,850,1.00168507E9,3.4111643693056E10,1.3051067502064437,6.483703613440001E8,1089291.641,4761.776089634016,21,105
07/01/2017,Montana,ALU,2300,4.270571451E9,2.32663908523008E11,0.8157826317150109,2.1739116605437503E9,1116508.042,15576.505166229697,104,1040
07/08/2017,North Dakota,ALU,2300,2.06276716E9,4.7586325174272E10,1.92657323524556,1.4478131353587499E9,844768.735,13710.859082480129,23,230
07/15/2017,Montana,ALU,850,2.082209027E9,4.2009411488768E10,2.2029021626966907,1.1492824719359996E9,1485329.0150000001,6190.049263588913,30,150
07/22/2017,Colorado,ALU,850,1.807373735E9,3.3065478280192E10,2.4293530816300386,1.1922103336959999E9,1510668.3679999998,6313.551585246406,27,135
07/29/2017,Philadelphia,ALU,850,1.109533888E9,3.6016868764672E10,1.3691533699568545,7.365829427199999E8,1169829.401,5037.199045196505,21,105
08/05/2017,Iowa,ALU,1900,9.4264297068E10,2.887884987357184E12,1.4507240878617296,5.6223517895684235E10,5.9749085135000005E7,7527.95029663133,547,7530
07/01/2017,Iowa,ALU,850,7.669540101E9,1.79647589981184E11,1.8974284540585005,5.812548734975752E9,8524125.763,5455.150612822559,132,660
07/01/2017,Philadelphia,ALU,850,7.9447351E8,2.6932502820864002E10,1.3110528201791916,5.327029596154999E8,914021.9580000001,4662.495949494463,12,60
07/08/2017,Wyoming,ALU,700,2.386820204E10,6.9211009279488E11,1.5327171075800892,1.6445607704575254E10,3.5163445645E7,3741.523597113972,301,1505
07/15/2017,Arizona,ALU,850,2.942378726E9,6.1786437366784004E10,2.116522547592696,2.161351092224E9,5353196.210999999,3229.997193501339,11,55
08/05/2017,NYC West,ALU,700,7.59949685656E11,2.603158629566464E13,1.2974830346906738,5.2898026248189703E11,9.260411306229982E8,4569.820885826298,3935,39350
07/01/2017,Northern MI,ALU,2300,6.331931971E9,1.63812396814336E11,1.717935908294352,3.0343151144969997E9,1795488.6180000005,13519.729767496634,80,800
07/01/2017,Las Vegas,ALU,2300,3.271548847E10,1.140717427329024E12,1.2746554711470937,2.3849442354174248E10,3.3500924730000004E7,5695.23200840295,337,3370
07/22/2017,NYC West,ALU,700,7.59669776841E11,2.5999549634374656E13,1.2986033092009521,5.1837168083662244E11,8.986931464800001E8,4614.448728062341,3935,39350
07/22/2017,New Mexico,ALU,700,1.23704834615E11,4.166422609825792E12,1.319595529409207,8.87930268477542E10,1.8475096256199998E8,3844.874229240627,950,8380
07/22/2017,Southern OH,ALU,850,1.737395219E10,5.0794340556083203E11,1.5202001727659247,1.2650036208637503E10,2.4446621735E7,4139.643128040571,228,1245
07/29/2017,Colorado,ALU,700,4.23288607098E11,1.6668417657428992E13,1.1286510434749393,3.118035247902836E11,9.709477056280004E8,2569.0654438581682,2327,20720
07/01/2017,Minnesota,ALU,AWS,2.10924028438E11,6.154870126985216E12,1.523086770395087,1.3681938519346306E11,1.491503891979999E8,7338.600237205297,1791,14230
07/08/2017,NYC West,ALU,2300,1.35983464492E11,6.785867645558784E12,0.890631802542342,9.151818383462698E10,7.80871647530001E7,9376.002739923873,1543,15430
07/15/2017,NYC East,ALU,700,7.79565840261E11,2.8721512830907395E13,1.2063212297432475,5.3586191746556604E11,1.0893266019599984E9,3935.362757148521,3535,35350
07/15/2017,NYC Manhattan,ALU,1900,3.58045029725E11,1.1948142468865023E13,1.331848232785078,2.584761080678353E11,4.2770631702800024E8,4834.646537164218,2068,17560
07/15/2017,North Dakota,ALU,1900,4.9533756048E10,1.34696476314624E12,1.6344156350888766,3.119009701170776E10,2.9172257143000003E7,8553.358585540083,227,3050
07/15/2017,Idaho,ALU,2300,3.388394202E9,2.58274075350016E11,0.5830832911223405,2.115989163007E9,969101.075,17467.64474908461,93,930
07/22/2017,Idaho,ALU,2300,3.703913703E9,2.7105700054630402E11,0.6073201816157434,2.3350278000635004E9,1084502.8660000002,17224.686984375385,95,950
08/05/2017,Washington,ALU,850,7.4996887747E10,2.285582916195328E12,1.4583566351319892,5.3454086035455475E10,1.4919034677599996E8,2866.356285944611,1094,5470
07/08/2017,Kansas City KS,ALU,700,3.38175093003E11,1.2453295905668096E13,1.206909740788042,2.4978022776730673E11,5.384844802349995E8,3710.86242126496,2795,21910
07/22/2017,Kansas City KS,ALU,850,6.3545614931E10,1.64837771944448E12,1.7133509626911783,4.813845530726199E10,1.10635390105E8,3480.872097911928,643,3215
07/22/2017,Washington DC,ALU,AWS,1.77282473138E11,4.367789259904E12,1.8039380014705046,1.1994624510565881E11,1.5100635344399995E8,6354.500581997849,754,7540
07/29/2017,Wisconsin,ALU,2300,3.39092923E9,1.5226867696230402E11,0.9897502807822216,1.87276662476875E9,1056375.568,14182.581888480405,65,650
07/01/2017,Washington,ALU,1900,6.25122542087E11,2.2629469697632258E13,1.227745257135325,3.6699584453426074E11,3.8444371873000026E8,7636.922163725227,2616,50360
07/08/2017,Montana,ALU,1900,1.5545366535E10,3.91787412404224E11,1.7634695691052389,8.92350609612725E9,1.3776207053999998E7,5181.98140382117,105,1320
07/08/2017,Upstate NY,ALU,700,1.188219635E9,3.3855973033984E10,1.5598358819150195,8.935662448647499E8,1779552.6630000002,4017.0376002623525,3,30
07/08/2017,Unknown,ALU,850,1.26101264E8,4.476724330496E9,1.2519199773020802,9.8261183488E7,137118.005,5732.941256722631,3,15
07/22/2017,Arizona,ALU,1900,6.58890319578E11,2.3809847976086527E13,1.229911851301114,4.025364627159047E11,3.9489514768800026E8,8154.80190268515,2539,50065
07/29/2017,Wyoming,ALU,AWS,2.9615350998E10,6.31559850908672E11,2.0841062335415472,2.0624167047164017E10,3.2438409672999986E7,5086.357131577996,313,1565
07/29/2017,New Mexico,ALU,2300,1.5994564989E10,5.784292242718721E11,1.2289654900502494,1.107044590899E10,8224396.734000001,10768.396775631518,209,2090
07/29/2017,Southern OH,ALU,2300,8.0654380646E10,3.868271725130752E12,0.9266771815780489,5.435792979558503E10,4.335987857399996E7,10029.16642449822,901,9010
08/05/2017,NYC Manhattan,ALU,700,2.31437886271E11,9.968776124273664E12,1.0318346154514098,1.5179282157875494E11,3.3718675097399974E8,3601.394684465751,1539,15390
07/08/2017,Colorado,ALU,AWS,3.78057918015E11,1.330213985831629E13,1.2631482087068342,2.3876928319590897E11,2.6643152603599983E8,7169.400310791953,1915,27900
08/05/2017,St. Louis MO,ALU,1900,6.49041468028E11,2.2636935054362625E13,1.274301816859779,3.734704587202607E11,3.730913930450001E8,8008.128103351125,2379,44315
07/22/2017,Iowa-PART,ALU,700,1.709419973E9,3.3542601735168E10,2.2650068000708026,1.1516773201922498E9,1591564.9289999995,5788.905242670122,48,240
07/29/2017,Central Illinois,ALU,2300,2.40585311E8,2.3064357670912E10,0.4636019195268612,1.61649196032E8,81881.404,15793.495288087635,6,60
07/08/2017,St. Louis MO,ALU,1900,7.62335002272E11,2.6749792602574848E13,1.266610031708134,4.724764453632058E11,4.6911211084599984E8,8057.37365443222,2350,44255
07/08/2017,Harly,ALU,850,4.609039646E9,1.06591517431808E11,1.9217871311377042,3.3656558489595003E9,4963075.576999998,5425.113193208989,52,260
07/15/2017,Southern OH,ALU,AWS,3.50916270396E11,1.1307372424989695E13,1.3793017597791628,2.2043681801422815E11,2.6404649548299977E8,6678.727323716232,1690,21575
07/29/2017,Philadelphia,ALU,1900,9.57763923921E11,3.4132352297954305E13,1.2471242865423968,5.943666717542489E11,5.170038317349997E8,9197.095035208993,3266,64740
07/29/2017,North Dakota,ALU,AWS,5.1189896485E10,1.540462784623616E12,1.4768980680051451,3.1135782716416267E10,2.9487344398000006E7,8447.225981740985,300,3540
08/05/2017,Northern MI,ALU,1900,7.1842792591E10,2.005126122698752E12,1.5924250190042328,3.55935438663635E10,2.4580200991999995E7,11584.459826979599,503,7380
07/01/2017,Upstate NY,ALU,700,1.161065384E9,3.2798176136192E10,1.5733468148130647,9.050749224957501E8,1931324.6059999997,3749.0328438170386,3,30
07/08/2017,Southern OH,ALU,AWS,3.39978125734E11,1.0861185170504705E13,1.3912053504570683,2.162111912488872E11,2.6834374916899988E8,6445.797732749715,1688,21460
08/05/2017,Colorado,ALU,850,1.541890767E9,2.8004268696576E10,2.4470725972470087,1.0168782387194998E9,1110964.8820000002,7322.487003469473,27,135
08/05/2017,Iowa,ALU,2300,2.0289437536E10,9.31955590468608E11,0.967592006100158,1.1383617442816996E10,5825550.1120000025,15632.67636389288,566,5660
08/05/2017,Central Illinois,ALU,2300,2.17639757E8,2.2416225763328E10,0.43151234248868553,1.34706675712E8,79728.251,13516.58154016197,6,60
07/01/2017,Central Illinois,ALU,AWS,1.702502077E9,2.9682335751168E10,2.5492184850985082,1.312020489216E9,1893785.426,5542.425118297431,6,60
07/22/2017,Nebraska,ALU,850,1.638152179E9,3.3965583922176003E10,2.143545174372105,1.1094893383680003E9,1520252.1229999997,5838.449144493649,36,180
07/29/2017,Minnesota,ALU,850,4.4996973361E10,1.108071746870272E12,1.804815877996794,3.362451590655799E10,6.465499416799998E7,4160.484904746918,474,2370
07/29/2017,Philadelphia,ALU,AWS,1.21712978181E11,3.827563135763456E12,1.4132923494818712,8.640753216204773E10,9.042402975100003E7,7644.652192563193,805,8050
08/05/2017,Wyoming,ALU,1900,1.4771387001E10,3.98445868112896E11,1.6476669517057667,1.0389030196226002E10,2.3986358926000006E7,3464.9794838064618,122,785
07/01/2017,Oregon,ALU,700,3.94463279647E11,1.4014374326518785E13,1.2509799516679083,2.8160296361882043E11,5.593862820020007E8,4027.313113378254,2407,21650
07/08/2017,Iowa-PART,ALU,AWS,8.5755166E7,2.3494336481280003E9,1.6222380717786777,5.8853799936E7,39602.444,11888.922802037167,3,15
07/15/2017,Kansas City KS,ALU,AWS,3.75419876556E11,1.0393403433209855E13,1.6053767136200068,2.5879138435890103E11,3.1155278024000007E8,6645.201732035129,2353,22170
07/22/2017,NYC Manhattan,ALU,700,2.38517890975E11,1.0162087249591297E13,1.0431710429243553,1.534367061688274E11,3.328796421219997E8,3687.499906950589,1527,15270
07/22/2017,Maryland,ALU,2300,7.0682496525E10,2.290946912869376E12,1.3712427260330486,4.957794532454274E10,4.199273338599999E7,9445.052289179459,479,4790
07/29/2017,Minnesota,ALU,700,4.44729716902E11,1.5782451403592705E13,1.2523887886735379,3.145924022169706E11,5.094996278000001E8,4939.629158519601,2991,29295
07/29/2017,Oregon,ALU,700,3.90056585357E11,1.3773223278741504E13,1.2586631238924424,2.801133869608879E11,5.463667099730006E8,4101.470779209517,2420,21750
07/29/2017,Idaho,ALU,AWS,4.0869151372E10,9.64320089792512E11,1.8836139025531158,2.9682167181315994E10,4.4357238452999994E7,5353.293977084097,214,1655
07/29/2017,Washington,ALU,1900,6.46388826505E11,2.3461654761145344E13,1.224482781866178,3.8921078625689105E11,4.057381669789995E8,7674.127167376612,2683,51450
07/29/2017,St. Louis MO,ALU,850,9.255835858E10,2.582301580337152E12,1.5930381087559422,7.181941094298225E10,2.1414736734099996E8,2682.990198188888,528,2640
07/29/2017,New Mexico,ALU,850,1.5150393646E10,3.96704023085056E11,1.6973632469735256,1.2446702064638002E10,3.8564078533999994E7,2582.030228709212,119,595
07/29/2017,Oregon,ALU,850,1.7074532148E10,5.1724774006681604E11,1.467126942630313,1.2959808274432999E10,3.0223453001E7,3430.3977838678325,185,925
08/05/2017,Washington DC,ALU,700,3.63292482619E11,1.4231258827379713E13,1.1345681191448993,2.1884616789197357E11,4.835791831260003E8,3620.439845690405,2711,27110
07/15/2017,NYC Manhattan,ALU,2300,1.41092234287E11,5.82354263346688E12,1.0767957518288125,1.0702869012685728E11,1.698145056539999E8,5042.1459445840355,929,9290
07/15/2017,NYC Manhattan,ALU,700,2.36521957518E11,1.0066537746125824E13,1.0442604265647988,1.550913756323831E11,3.3325697886699986E8,3723.0458287093525,1528,15280
07/29/2017,Washington,ALU,700,4.66687027902E11,1.7003077620496385E13,1.2198759628980513,3.1493557947596735E11,5.752690862589989E8,4379.662832557304,4051,38840
07/01/2017,Wisconsin,ALU,1900,3.143630257E9,6.5207829282816E10,2.142639953634068,1.8278099384320002E9,1514409.0779999997,9655.567785401247,44,280
07/01/2017,NYC Manhattan,ALU,2300,1.47402899978E11,5.761825061466112E12,1.1370077933874725,1.1067321174322733E11,1.859382409939999E8,4761.719209629338,925,9250
07/15/2017,New Mexico,ALU,850,1.4764109923E10,3.8951078264115204E11,1.684632858672289,1.2005427863551998E10,3.8698305409E7,2481.8508690067683,109,545
07/01/2017,South Dakota,ALU,850,2.4910909719E10,6.9238245645312E11,1.5990462102958123,1.7820847394816998E10,3.855711300099997E7,3697.5480802942516,297,1485
07/01/2017,Utah,ALU,2300,2.4995491117E10,8.60015911489536E11,1.2917327475802496,1.7379195793409748E10,1.1645370458000004E7,11938.95607260534,244,2440
07/22/2017,Detroit,ALU,850,8.41132793E8,3.6178907988992004E10,1.0333003887310104,5.0613501849599993E8,641422.4679999999,6312.657179897852,30,150
08/05/2017,Maryland,ALU,AWS,1.13662708785E11,2.790027340628992E12,1.8106187966104788,6.988054831001324E10,7.549380429400001E7,7405.169095770908,668,6065
07/01/2017,Arizona,ALU,1900,6.55022344133E11,2.3411362398342145E13,1.243503205338893,4.0262802021477423E11,3.947377096789995E8,8159.909942066414,2489,49080
07/01/2017,Washington DC,ALU,1900,7.37929861749E11,2.9315577821036543E13,1.1187527308728435,4.7300709961830255E11,4.702551253520006E8,8046.816702133626,2542,50840
07/15/2017,Iowa,ALU,850,7.518736299E9,1.74587123965952E11,1.91403609924007,5.62151347302425E9,7927610.430999999,5672.845326548313,132,660
07/22/2017,Minnesota,ALU,850,4.4720929377E10,1.114351391695872E12,1.783635643129751,3.2331507137534256E10,6.275299131099999E7,4121.7486480988655,471,2355
07/01/2017,Maryland,ALU,700,5.07374351545E11,1.8068998668729344E13,1.2479922984776857,3.661353753917513E11,6.992303948489991E8,4189.0098381186,3219,29865
07/08/2017,Northern MI,ALU,850,5.3462433175E10,1.486138250346496E12,1.5988473081539467,4.0954776273917496E10,1.0169934680900003E8,3221.635344489205,452,2260
07/29/2017,NYC Manhattan,ALU,1900,3.60821506453E11,1.2066635055451137E13,1.3289961388752345,2.5502749646745633E11,4.293274013550003E8,4752.130810426988,1918,16920
07/08/2017,NYC East,ALU,700,7.6916802947E11,2.841758954220544E13,1.202960782562178,5.411843611535448E11,1.0750021532120006E9,4027.4104347533757,3535,35350
07/29/2017,Wyoming,ALU,700,2.4416400732E10,7.27514291561472E11,1.4916179358312631,1.6761657423867247E10,3.7403269734999985E7,3585.067838747281,309,1545
08/05/2017,NYC East,ALU,700,7.63630990539E11,2.842168432156877E13,1.1941289175923602,5.2227009206681256E11,1.0857886481640005E9,3848.0423824650443,3521,35210
08/05/2017,Minnesota,ALU,700,3.70054576896E11,1.3100159303898111E13,1.2554709986902755,2.4299811451085123E11,3.914523809409997E8,4966.082749104061,2997,29355
